frequency_mhz,level_dbm,efficiency,buffer_voltage_mv,resistance,pwr_pw
850.0,-30.0,0.21,45.0,972083.0,2083.0
850.0,-29.5,0.19,46.0,972083.0,2176.0
850.0,-29.0,0.17,46.0,972083.0,2176.0
850.0,-28.5,0.17,48.0,972083.0,2370.0
850.0,-28.0,0.16,50.0,972083.0,2571.0
850.0,-27.5,0.16,53.0,972083.0,2889.0
850.0,-27.0,0.16,56.0,972083.0,3226.0
850.0,-26.5,0.18,62.0,972083.0,3954.0
850.0,-26.0,0.2,70.0,972083.0,5040.0
850.0,-25.5,0.26,84.0,972083.0,7258.0
850.0,-25.0,0.34,102.0,972083.0,10702.0
850.0,-24.5,0.49,130.0,972083.0,17385.0
850.0,-24.0,0.77,173.0,972083.0,30788.0
850.0,-23.5,1.08,217.0,972083.0,48441.0
850.0,-23.0,1.63,282.0,972083.0,81807.0
850.0,-22.5,2.1,291.0,718719.0,117822.0
850.0,-22.0,2.71,293.0,502563.0,170822.0
850.0,-21.5,3.45,295.0,356467.0,244131.0
850.0,-21.0,4.15,292.0,258418.0,329946.0
850.0,-20.5,5.11,298.0,194862.0,455727.0
850.0,-20.0,5.73,290.0,146782.0,572958.0
850.0,-19.5,6.45,288.0,114533.0,724193.0
850.0,-19.0,7.44,287.0,87955.0,936490.0
850.0,-18.5,8.29,297.0,75302.0,1171403.0
850.0,-18.0,8.95,298.0,62603.0,1418526.0
850.0,-17.5,9.43,297.0,52582.0,1677551.0
850.0,-17.0,9.88,297.0,44746.0,1971327.0
850.0,-16.5,10.27,299.0,38867.0,2300177.0
850.0,-16.0,10.52,298.0,33617.0,2641639.0
850.0,-15.5,10.66,297.0,29373.0,3003064.0
850.0,-15.0,10.73,298.0,26165.0,3393999.0
850.0,-14.5,10.84,297.0,22936.0,3845875.0
850.0,-14.0,10.71,295.0,20408.0,4264259.0
850.0,-13.5,10.61,294.0,18231.0,4741155.0
850.0,-13.0,10.51,294.0,16409.0,5267597.0
850.0,-12.5,10.19,289.0,14581.0,5728070.0
850.0,-12.0,10.3,296.0,13479.0,6500185.0
850.0,-11.5,10.07,297.0,12376.0,7127424.0
850.0,-11.0,9.51,287.0,10902.0,7555402.0
850.0,-10.5,9.41,292.0,10163.0,8389648.0
850.0,-10.0,9.3,296.0,9421.0,9300074.0
850.0,-9.5,9.0,296.0,8681.0,10092846.0
850.0,-9.0,8.65,294.0,7938.0,10888888.0
850.0,-8.5,7.91,276.0,6822.0,11166226.0
850.0,-8.0,8.1,296.0,6822.0,12843154.0
850.0,-7.5,7.52,285.0,6077.0,13365970.0
850.0,-7.0,7.29,288.0,5704.0,14541374.0
850.0,-6.5,6.57,270.0,4957.0,14706475.0
850.0,-6.0,6.75,290.0,4957.0,16965906.0
850.0,-5.5,6.42,288.0,4583.0,18098188.0
850.0,-5.0,6.06,284.0,4208.0,19167300.0
850.0,-4.5,5.68,278.0,3834.0,20157537.0
850.0,-4.0,5.7,295.0,3834.0,22698226.0
850.0,-3.5,5.26,285.0,3459.0,23482220.0
850.0,-3.0,4.21,239.0,2708.0,21093426.0
850.0,-2.5,4.24,254.0,2708.0,23824224.0
850.0,-2.0,4.3,271.0,2708.0,27120014.0
850.0,-1.5,4.33,288.0,2708.0,30629246.0
850.0,-1.0,3.17,222.0,1956.0,25196319.0
850.0,-0.5,3.19,236.0,1956.0,28474437.0
850.0,0.0,3.2,250.0,1956.0,31952965.0
862.5,-30.0,3530.6,287.0,2333.0,35306043.0
862.5,-29.5,3146.65,287.0,2333.0,35306043.0
862.5,-29.0,2804.46,287.0,2333.0,35306043.0
862.5,-28.5,2499.48,287.0,2333.0,35306043.0
862.5,-28.0,2227.66,287.0,2333.0,35306043.0
862.5,-27.5,1985.4,287.0,2333.0,35306043.0
862.5,-27.0,1769.49,287.0,2333.0,35306043.0
862.5,-26.5,1577.06,287.0,2333.0,35306043.0
862.5,-26.0,1405.56,287.0,2333.0,35306043.0
862.5,-25.5,1252.71,287.0,2333.0,35306043.0
862.5,-25.0,1116.48,287.0,2333.0,35306043.0
862.5,-24.5,995.06,287.0,2333.0,35306043.0
862.5,-24.0,1.26,207.0,855860.0,50065.0
862.5,-23.5,1.83,265.0,859422.0,81711.0
862.5,-23.0,2.43,295.0,715062.0,121702.0
862.5,-22.5,3.08,295.0,502563.0,173162.0
862.5,-22.0,3.8,294.0,360357.0,239862.0
862.5,-21.5,4.58,294.0,266318.0,324559.0
