frequency_mhz,level_dbm,efficiency,buffer_voltage_mv,resistance,pwr_pw
850.0,-30.0,0.21,45.0,972083.0,2083.0
850.0,-29.5,0.19,46.0,972083.0,2176.0
850.0,-29.0,0.17,46.0,972083.0,2176.0
850.0,-28.5,0.17,48.0,972083.0,2370.0
850.0,-28.0,0.16,50.0,972083.0,2571.0
850.0,-27.5,0.16,53.0,972083.0,2889.0
850.0,-27.0,0.17,57.0,972083.0,3342.0
850.0,-26.5,0.18,62.0,972083.0,3954.0
850.0,-26.0,0.21,71.0,972083.0,5185.0
850.0,-25.5,0.26,85.0,972083.0,7432.0
850.0,-25.0,0.38,108.0,972083.0,11998.0
850.0,-24.5,0.54,136.0,972083.0,19027.0
850.0,-24.0,0.79,175.0,972083.0,31504.0
850.0,-23.5,1.18,226.0,972083.0,52542.0
850.0,-23.0,1.75,292.0,972083.0,87712.0
850.0,-22.5,2.41,363.0,972083.0,135553.0
850.0,-22.0,3.3,450.0,972083.0,208315.0
850.0,-21.5,4.24,540.0,972083.0,299974.0
850.0,-21.0,5.39,645.0,972083.0,427972.0
850.0,-20.5,4.8,645.0,972083.0,427972.0
850.0,-20.0,6.16,774.0,972083.0,616280.0
850.0,-19.5,7.54,907.0,972083.0,846274.0
850.0,-19.0,8.77,1036.0,972083.0,1104119.0
850.0,-18.5,10.07,1176.0,972083.0,1422693.0
850.0,-18.0,11.16,1311.0,972083.0,1768080.0
850.0,-17.5,11.96,1438.0,972083.0,2127229.0
850.0,-17.0,12.69,1569.0,972083.0,2532459.0
850.0,-16.5,13.23,1697.0,972083.0,2962513.0
850.0,-16.0,14.29,1796.0,898432.0,3590272.0
850.0,-15.5,17.9,1799.0,641409.0,5045767.0
850.0,-15.0,21.22,1794.0,479731.0,6708834.0
850.0,-14.5,24.1,1793.0,375892.0,8552586.0
850.0,-14.0,26.67,1790.0,301748.0,10618463.0
850.0,-13.5,28.87,1783.0,246549.0,12894349.0
850.0,-13.0,30.53,1779.0,206826.0,15301949.0
850.0,-12.5,32.04,1775.0,174871.0,18016852.0
850.0,-12.0,33.19,1777.0,150802.0,20939569.0
850.0,-11.5,33.67,1765.0,130677.0,23839122.0
850.0,-11.0,34.2,1764.0,114533.0,27168554.0
850.0,-10.5,34.52,1775.0,102399.0,30768122.0
850.0,-10.0,36.17,1771.0,86706.0,36173286.0
850.0,-9.5,36.18,1796.0,79455.0,40596765.0
850.0,-9.0,35.95,1798.0,71434.0,45255816.0
850.0,-8.5,35.56,1792.0,63923.0,50236440.0
850.0,-8.0,34.96,1792.0,57955.0,55409610.0
850.0,-7.5,34.39,1799.0,52920.0,61156481.0
850.0,-7.0,33.58,1790.0,47828.0,66992138.0
850.0,-6.5,32.78,1791.0,43714.0,73378803.0
850.0,-6.0,31.89,1788.0,39910.0,80103833.0
850.0,-5.5,31.02,1793.0,36774.0,87421792.0
850.0,-5.0,30.04,1787.0,33617.0,94992682.0
850.0,-4.5,29.12,1794.0,31146.0,103333847.0
850.0,-4.0,27.98,1798.0,29018.0,111406850.0
850.0,-3.5,26.8,1782.0,26522.0,119731694.0
850.0,-3.0,25.88,1791.0,24733.0,129692354.0
850.0,-2.5,24.62,1768.0,22575.0,138463964.0
850.0,-2.0,23.71,1778.0,21132.0,149597009.0
850.0,-1.5,22.69,1778.0,19684.0,160601706.0
850.0,-1.0,21.66,1771.0,18231.0,172038889.0
850.0,-0.5,20.77,1781.0,17138.0,185083498.0
850.0,0.0,19.58,1752.0,15679.0,195771669.0
862.5,-30.0,0.22,46.0,972083.0,2176.0
862.5,-29.5,0.2,47.0,972083.0,2272.0
862.5,-29.0,0.19,48.0,972083.0,2370.0
862.5,-28.5,0.17,49.0,972083.0,2469.0
862.5,-28.0,0.18,53.0,972083.0,2889.0
862.5,-27.5,0.19,58.0,972083.0,3460.0
862.5,-27.0,0.25,69.0,972083.0,4897.0
862.5,-26.5,0.29,80.0,972083.0,6583.0
862.5,-26.0,0.37,95.0,972083.0,9284.0
862.5,-25.5,0.55,123.0,972083.0,15563.0
862.5,-25.0,0.77,154.0,972083.0,24397.0
862.5,-24.5,1.07,192.0,972083.0,37922.0
862.5,-24.0,1.61,250.0,972083.0,64294.0
862.5,-23.5,2.16,306.0,972083.0,96325.0
862.5,-23.0,3.07,387.0,972083.0,154070.0
862.5,-22.5,3.89,461.0,972083.0,218624.0
862.5,-22.0,5.0,554.0,972083.0,315730.0
862.5,-21.5,6.23,655.0,972083.0,441346.0
