frequency_mhz,level_dbm,efficiency,buffer_voltage_mv,resistance,pwr_pw
850.0,-30.0,0.22,46.0,972083.0,2176.0
850.0,-29.5,0.19,46.0,972083.0,2176.0
850.0,-29.0,0.18,47.0,972083.0,2272.0
850.0,-28.5,0.17,48.0,972083.0,2370.0
850.0,-28.0,0.17,51.0,972083.0,2675.0
850.0,-27.5,0.17,54.0,972083.0,2999.0
850.0,-27.0,0.16,56.0,972083.0,3226.0
850.0,-26.5,0.18,62.0,972083.0,3954.0
850.0,-26.0,0.21,72.0,972083.0,5332.0
850.0,-25.5,0.26,85.0,972083.0,7432.0
850.0,-25.0,0.36,105.0,972083.0,11341.0
850.0,-24.5,0.54,137.0,972083.0,19308.0
850.0,-24.0,0.81,177.0,972083.0,32228.0
850.0,-23.5,1.15,223.0,972083.0,51157.0
850.0,-23.0,1.66,284.0,972083.0,82972.0
850.0,-22.5,2.33,357.0,972083.0,131109.0
850.0,-22.0,3.17,441.0,972083.0,200066.0
850.0,-21.5,4.13,533.0,972083.0,292247.0
850.0,-21.0,5.27,638.0,972083.0,418733.0
850.0,-20.5,4.58,630.0,972083.0,408298.0
850.0,-20.0,5.91,758.0,972083.0,591064.0
850.0,-19.5,7.84,793.0,715062.0,879432.0
850.0,-19.0,10.07,792.0,494962.0,1267297.0
850.0,-18.5,12.1,789.0,364244.0,1709076.0
850.0,-18.0,14.17,796.0,282089.0,2246156.0
850.0,-17.5,15.96,795.0,222744.0,2837450.0
850.0,-17.0,17.35,787.0,178875.0,3462580.0
850.0,-16.5,18.66,783.0,146782.0,4176867.0
850.0,-16.0,19.7,779.0,122609.0,4949400.0
850.0,-15.5,20.38,767.0,102399.0,5745065.0
850.0,-15.0,22.44,790.0,87955.0,7095673.0
850.0,-14.5,23.03,796.0,77544.0,8171051.0
850.0,-14.0,23.4,797.0,68183.0,9316237.0
850.0,-13.5,23.65,798.0,60285.0,10563224.0
850.0,-13.0,23.62,794.0,53257.0,11837617.0
850.0,-12.5,23.67,795.0,47487.0,13309432.0
850.0,-12.0,23.53,796.0,42680.0,14845735.0
850.0,-11.5,23.12,794.0,38519.0,16366883.0
850.0,-11.0,22.89,798.0,35023.0,18182451.0
850.0,-10.5,22.34,792.0,31499.0,19913775.0
850.0,-10.0,21.88,792.0,28663.0,21884101.0
850.0,-9.5,21.37,792.0,26165.0,23973399.0
850.0,-9.0,20.64,784.0,23656.0,25983090.0
850.0,-8.5,20.17,789.0,21854.0,28485448.0
850.0,-8.0,19.4,785.0,20046.0,30740546.0
850.0,-7.5,18.87,790.0,18594.0,33564590.0
850.0,-7.0,18.21,789.0,17138.0,36324016.0
850.0,-6.5,17.42,782.0,15679.0,39002742.0
850.0,-6.0,16.82,785.0,14581.0,42262190.0
850.0,-5.5,16.14,783.0,13479.0,45484754.0
850.0,-5.0,15.39,776.0,12376.0,48656755.0
850.0,-4.5,14.84,783.0,11640.0,52670876.0
850.0,-4.0,14.13,783.0,10902.0,56236378.0
850.0,-3.5,13.1,757.0,9793.0,58516185.0
850.0,-3.0,12.79,777.0,9421.0,64083324.0
850.0,-2.5,12.08,768.0,8681.0,67944246.0
850.0,-2.0,11.69,783.0,8309.0,73786135.0
850.0,-1.5,10.9,764.0,7567.0,77137042.0
850.0,-1.0,10.0,736.0,6822.0,79404280.0
850.0,-0.5,10.01,780.0,6822.0,89182058.0
850.0,0.0,9.04,741.0,6077.0,90353957.0
862.5,-30.0,163192.87,856.0,449.0,1631928730.0
862.5,-29.5,145445.8,856.0,449.0,1631928730.0
862.5,-29.0,129628.71,856.0,449.0,1631928730.0
862.5,-28.5,115531.71,856.0,449.0,1631928730.0
862.5,-28.0,102967.74,856.0,449.0,1631928730.0
862.5,-27.5,91770.1,856.0,449.0,1631928730.0
862.5,-27.0,81790.18,856.0,449.0,1631928730.0
862.5,-26.5,72895.58,856.0,449.0,1631928730.0
862.5,-26.0,64968.25,856.0,449.0,1631928730.0
862.5,-25.5,57903.02,856.0,449.0,1631928730.0
862.5,-25.0,51606.12,856.0,449.0,1631928730.0
862.5,-24.5,45994.0,856.0,449.0,1631928730.0
862.5,-24.0,40992.2,856.0,449.0,1631928730.0
862.5,-23.5,36534.33,856.0,449.0,1631928730.0
862.5,-23.0,32561.26,856.0,449.0,1631928730.0
862.5,-22.5,29020.25,856.0,449.0,1631928730.0
862.5,-22.0,25864.33,856.0,449.0,1631928730.0
862.5,-21.5,5.77,630.0,972083.0,408298.0
862.5,-21.0,4.96,619.0,972083.0,394164.0
862.5,-20.5,6.39,744.0,972083.0,569432.0
862.5,-20.0,8.51,792.0,736966.0,851143.0
862.5,-19.5,10.56,786.0,521523.0,1184599.0
862.5,-19.0,12.7,791.0,391389.0,1598616.0
862.5,-18.5,14.72,787.0,297821.0,2079668.0
862.5,-18.0,16.54,791.0,238624.0,2622037.0
862.5,-17.5,18.11,784.0,190868.0,3220319.0
862.5,-17.0,19.3,782.0,158835.0,3850058.0
862.5,-16.5,20.64,789.0,134707.0,4621296.0
862.5,-16.0,21.2,767.0,110490.0,5324364.0
862.5,-15.5,22.39,745.0,87955.0,6310329.0
862.5,-15.0,23.83,798.0,84512.0,7535071.0
862.5,-14.5,24.19,797.0,74017.0,8581933.0
862.5,-14.0,24.34,795.0,65238.0,9687988.0
862.5,-13.5,24.48,796.0,57955.0,10932896.0
862.5,-13.0,24.48,798.0,51906.0,12268408.0
862.5,-12.5,24.19,792.0,46119.0,13600988.0
862.5,-12.0,23.99,794.0,41643.0,15139062.0
862.5,-11.5,23.54,794.0,37822.0,16668499.0
862.5,-11.0,23.13,794.0,34320.0,18369347.0
862.5,-10.5,22.65,793.0,31146.0,20190361.0
862.5,-10.0,22.1,791.0,28306.0,22104182.0
862.5,-9.5,21.44,788.0,25808.0,24060136.0
862.5,-9.0,21.12,799.0,24015.0,26583427.0
862.5,-8.5,20.32,792.0,21854.0,28702480.0
862.5,-8.0,19.54,788.0,20046.0,30975955.0
862.5,-7.5,18.97,792.0,18594.0,33734753.0
862.5,-7.0,18.25,790.0,17138.0,36416151.0
862.5,-6.5,17.42,782.0,15679.0,39002742.0
862.5,-6.0,16.82,785.0,14581.0,42262190.0
862.5,-5.5,16.14,783.0,13479.0,45484754.0
862.5,-5.0,15.35,775.0,12376.0,48531431.0
862.5,-4.5,14.81,782.0,11640.0,52536426.0
862.5,-4.0,14.13,783.0,10902.0,56236378.0
862.5,-3.5,13.51,783.0,10163.0,60325592.0
862.5,-3.0,12.79,777.0,9421.0,64083324.0
862.5,-2.5,12.05,767.0,8681.0,67767423.0
862.5,-2.0,11.69,783.0,8309.0,73786135.0
862.5,-1.5,10.87,763.0,7567.0,76935245.0
862.5,-1.0,10.46,773.0,7194.0,83059355.0
862.5,-0.5,10.03,781.0,6822.0,89410876.0
862.5,0.0,9.06,742.0,6077.0,90597992.0
875.0,-30.0,0.22,46.0,972083.0,2176.0
875.0,-29.5,0.19,46.0,972083.0,2176.0
875.0,-29.0,0.18,47.0,972083.0,2272.0
875.0,-28.5,0.17,49.0,972083.0,2469.0
875.0,-28.0,0.17,51.0,972083.0,2675.0
875.0,-27.5,0.17,55.0,972083.0,3111.0
875.0,-27.0,0.27,73.0,972083.0,5482.0
875.0,-26.5,0.34,86.0,972083.0,7608.0
875.0,-26.0,0.48,108.0,972083.0,11998.0
875.0,-25.5,0.7,138.0,972083.0,19590.0
875.0,-25.0,1.02,177.0,972083.0,32228.0
875.0,-24.5,1.48,226.0,972083.0,52542.0
875.0,-24.0,2.25,295.0,972083.0,89524.0
875.0,-23.5,3.03,363.0,972083.0,135553.0
875.0,-23.0,4.1,447.0,972083.0,205547.0
875.0,-22.5,5.26,536.0,972083.0,295546.0
875.0,-22.0,6.55,634.0,972083.0,413499.0
875.0,-21.5,5.5,615.0,972083.0,389087.0
875.0,-21.0,7.03,737.0,972083.0,558768.0
875.0,-20.5,9.19,792.0,766034.0,818846.0
875.0,-20.0,11.67,797.0,544192.0,1167251.0
875.0,-19.5,13.68,794.0,410704.0,1535013.0
875.0,-19.0,15.61,785.0,313514.0,1965542.0
875.0,-18.5,17.5,793.0,254464.0,2471269.0
875.0,-18.0,18.97,781.0,202840.0,3007104.0
875.0,-17.5,20.44,788.0,170866.0,3634099.0
875.0,-17.0,21.47,782.0,142759.0,4283610.0
875.0,-16.5,22.34,783.0,122609.0,5000358.0
875.0,-16.0,22.87,767.0,102399.0,5745065.0
875.0,-15.5,24.35,777.0,87955.0,6864066.0
875.0,-15.0,25.05,795.0,79772.0,7922892.0
875.0,-14.5,25.28,795.0,70461.0,8969855.0
875.0,-14.0,25.42,796.0,62603.0,10121176.0
875.0,-13.5,25.42,797.0,55948.0,11353560.0
875.0,-13.0,25.31,798.0,50211.0,12682559.0
875.0,-12.5,24.99,796.0,45089.0,14052562.0
875.0,-12.0,24.55,793.0,40604.0,15487365.0
875.0,-11.5,24.17,797.0,37123.0,17110928.0
875.0,-11.0,23.61,794.0,33617.0,18753487.0
875.0,-10.5,23.09,796.0,30792.0,20577292.0
875.0,-10.0,22.44,792.0,27950.0,22442361.0
875.0,-9.5,21.94,797.0,25808.0,24612871.0
875.0,-9.0,21.07,786.0,23295.0,26520540.0
875.0,-8.5,20.5,789.0,21493.0,28963895.0
875.0,-8.0,19.89,795.0,20046.0,31528733.0
875.0,-7.5,19.01,785.0,18231.0,33800943.0
875.0,-7.0,18.53,796.0,17138.0,36971408.0
875.0,-6.5,17.65,787.0,15679.0,39503093.0
875.0,-6.0,17.0,789.0,14581.0,42693985.0
875.0,-5.5,16.26,786.0,13479.0,45833963.0
875.0,-5.0,15.43,777.0,12376.0,48782239.0
875.0,-4.5,14.92,785.0,11640.0,52940292.0
875.0,-4.0,13.96,765.0,10532.0,55566369.0
875.0,-3.5,13.71,789.0,10163.0,61253665.0
875.0,-3.0,13.02,784.0,9421.0,65243180.0
875.0,-2.5,12.24,773.0,8681.0,68831816.0
875.0,-2.0,11.87,789.0,8309.0,74921290.0
875.0,-1.5,11.04,769.0,7567.0,78149993.0
875.0,-1.0,10.19,743.0,6822.0,80921870.0
875.0,-0.5,10.21,788.0,6822.0,91020815.0
875.0,0.0,9.75,793.0,6450.0,97495968.0
887.5,-30.0,180000.22,899.0,449.0,1800002227.0
887.5,-29.5,160425.37,899.0,449.0,1800002227.0
887.5,-29.0,142979.26,899.0,449.0,1800002227.0
887.5,-28.5,127430.4,899.0,449.0,1800002227.0
887.5,-28.0,113572.46,899.0,449.0,1800002227.0
887.5,-27.5,101221.56,899.0,449.0,1800002227.0
887.5,-27.0,90213.81,899.0,449.0,1800002227.0
887.5,-26.5,80403.15,899.0,449.0,1800002227.0
887.5,-26.0,71659.38,899.0,449.0,1800002227.0
887.5,-25.5,63866.49,899.0,449.0,1800002227.0
887.5,-25.0,56921.07,899.0,449.0,1800002227.0
887.5,-24.5,50730.96,899.0,449.0,1800002227.0
887.5,-24.0,45214.01,899.0,449.0,1800002227.0
887.5,-23.5,40297.03,899.0,449.0,1800002227.0
887.5,-23.0,35914.77,899.0,449.0,1800002227.0
887.5,-22.5,32009.07,899.0,449.0,1800002227.0
887.5,-22.0,5.22,566.0,972083.0,329556.0
887.5,-21.5,6.72,680.0,972083.0,475679.0
887.5,-21.0,8.44,797.0,947653.0,670297.0
887.5,-20.5,10.94,793.0,645115.0,974785.0
887.5,-20.0,13.28,795.0,475917.0,1328015.0
887.5,-19.5,15.07,793.0,372012.0,1690399.0
887.5,-19.0,17.17,797.0,293892.0,2161368.0
887.5,-18.5,18.59,785.0,234658.0,2626055.0
887.5,-18.0,20.0,786.0,194862.0,3170428.0
887.5,-17.5,21.28,785.0,162848.0,3784050.0
887.5,-17.0,22.2,784.0,138734.0,4430464.0
887.5,-16.5,22.92,780.0,118572.0,5131059.0
887.5,-16.0,23.53,778.0,102399.0,5911034.0
887.5,-15.5,25.2,789.0,87642.0,7102998.0
887.5,-15.0,25.65,798.0,78501.0,8112049.0
887.5,-14.5,25.76,797.0,69487.0,9141407.0
887.5,-14.0,25.76,797.0,61942.0,10254899.0
887.5,-13.5,25.63,798.0,55613.0,11450632.0
887.5,-13.0,25.35,796.0,49872.0,12704844.0
887.5,-12.5,25.05,797.0,45089.0,14087892.0
887.5,-12.0,24.55,793.0,40604.0,15487365.0
887.5,-11.5,24.11,796.0,37123.0,17068017.0
887.5,-11.0,23.6,798.0,33969.0,18746621.0
887.5,-10.5,22.91,793.0,30792.0,20422479.0
887.5,-10.0,22.38,796.0,28306.0,22384512.0
887.5,-9.5,21.66,792.0,25808.0,24305021.0
887.5,-9.0,20.96,790.0,23656.0,26382313.0
887.5,-8.5,20.32,792.0,21854.0,28702480.0
887.5,-8.0,19.49,787.0,20046.0,30897386.0
887.5,-7.5,18.92,791.0,18594.0,33649618.0
887.5,-7.0,18.11,787.0,17138.0,36140098.0
887.5,-6.5,17.51,793.0,16044.0,39195275.0
887.5,-6.0,16.61,780.0,14581.0,41725533.0
887.5,-5.5,15.85,776.0,13479.0,44675124.0
887.5,-5.0,15.37,787.0,12745.0,48597018.0
887.5,-4.5,14.47,773.0,11640.0,51334106.0
887.5,-4.0,14.02,780.0,10902.0,55806274.0
887.5,-3.5,13.37,779.0,10163.0,59710813.0
887.5,-3.0,12.69,774.0,9421.0,63589427.0
887.5,-2.5,12.32,792.0,9051.0,69303281.0
887.5,-2.0,11.14,747.0,7938.0,70295918.0
887.5,-1.5,11.19,793.0,7938.0,79220080.0
887.5,-1.0,10.32,768.0,7194.0,81988323.0
887.5,-0.5,9.9,776.0,6822.0,88269715.0
887.5,0.0,9.46,781.0,6450.0,94567596.0
900.0,-30.0,0.24,48.0,972083.0,2370.0
900.0,-29.5,0.22,49.0,972083.0,2469.0
900.0,-29.0,0.23,53.0,972083.0,2889.0
900.0,-28.5,0.24,58.0,972083.0,3460.0
900.0,-28.0,0.27,64.0,972083.0,4213.0
900.0,-27.5,0.33,76.0,972083.0,5941.0
900.0,-27.0,0.37,85.0,972083.0,7432.0
900.0,-26.5,0.5,104.0,972083.0,11126.0
900.0,-26.0,0.7,131.0,972083.0,17653.0
900.0,-25.5,1.02,167.0,972083.0,28689.0
900.0,-25.0,1.43,210.0,972083.0,45366.0
900.0,-24.5,2.08,268.0,972083.0,73886.0
900.0,-24.0,2.8,329.0,972083.0,111349.0
900.0,-23.5,3.76,404.0,972083.0,167903.0
900.0,-23.0,4.87,487.0,972083.0,243980.0
900.0,-22.5,6.2,582.0,972083.0,348451.0
900.0,-22.0,5.04,556.0,972083.0,318013.0
900.0,-21.5,6.45,666.0,972083.0,456294.0
900.0,-21.0,7.86,779.0,972083.0,624268.0
900.0,-20.5,10.18,791.0,689395.0,907579.0
900.0,-20.0,12.45,791.0,502563.0,1244980.0
900.0,-19.5,14.32,793.0,391389.0,1606710.0
900.0,-19.0,16.26,791.0,305673.0,2046896.0
900.0,-18.5,17.92,790.0,246549.0,2531342.0
900.0,-18.0,19.22,786.0,202840.0,3045730.0
900.0,-17.5,20.44,788.0,170866.0,3634099.0
900.0,-17.0,21.36,780.0,142759.0,4261727.0
900.0,-16.5,22.11,779.0,122609.0,4949400.0
900.0,-16.0,22.81,781.0,106445.0,5730292.0
900.0,-15.5,24.1,773.0,87955.0,6793576.0
900.0,-15.0,24.95,798.0,80724.0,7888657.0
